Code,Latitude,Longitude,Score,StandardCivicNumber,StandardAddress,StandardCity,StandardStateorProvinceAbbrv,PostalZip,Frequency
B3M3M9,44.659219,-63.65364,2,1,,Halifax,NS,B3M3M9,1
L5Z9Y3,43.570005,-79.652568,2,1,,,,L5Z9Y3,1
B9A1F5,45.635655,-61.367087,2,1,,,,B9A1F5,1
E1R2J6,,0,0,,,,,E1R2J6,1
R0C7X7,50.969067,-97.619379,2,1,,,,R0C7X7,1
K9A4W4,43.982559,-78.151696,2,1,,COBOURG,ON,K9A4W4,1
V4R2D8,49.229588,-122.560705,2,1,,,,V4R2D8,1
M7C3G7,,0,0,,,,,M7C3G7,1
A2L2S9,,0,0,,,,,A2L2S9,1
Y5W0H3,,0,0,,,,,Y5W0H3,1
Y9I7W1,,0,0,,,,,Y9I7W1,1
L7S2H5,43.327387,-79.816543,2,1,,Burlington,ON,L7S2H5,1
P2A1Z1,45.35239,-80.033752,2,1,,Parry Sound,ON,P2A1Z1,1
T1W2W1,51.099738,-115.35821,2,1,,Canmore,AB,T1W2W1,1
P8K2X9,,0,0,,,,,P8K2X9,1
T1W1Y1,51.098174,-115.362653,2,1,,Canmore,AB,T1W1Y1,1
J8S1N3,,0,0,,,,,J8S1N3,1
A4J0E4,,0,0,,,,,A4J0E4,1
J2U4G8,,0,0,,,,,J2U4G8,1
C1U7N7,,0,0,,,,,C1U7N7,1
P0B1M0,45.200012,-79.342821,2,1,,PORT SYDNEY,ON,P0B1M0,1
B9J4U5,,0,0,,,,,B9J4U5,1
X2L7H9,,0,0,,,,,X2L7H9,1
N3Y0Z2,42.837403,-80.306984,2,1,,,,N3Y0Z2,1
Y7G4E3,,0,0,,,,,Y7G4E3,1
V1L3H3,49.483096,-117.299365,2,1,,NELSON,BC,V1L3H3,1
P0E1N0,44.782707,-79.354728,2,1,,Gravenhurst,ON,P0E1N0,1
A6U7O9,,0,0,,,,,A6U7O9,1
A4K0L8,,0,0,,,,,A4K0L8,1
E4G6G3,45.800949,-65.46449,2,1,,,,E4G6G3,1
P4Q5E0,,0,0,,,,,P4Q5E0,1
J6U2R2,,0,0,,,,,J6U2R2,1
P1B1B9,46.303744,-79.458225,2,1,,North Bay,ON,P1B1B9,1
K4S9S3,,0,0,,,,,K4S9S3,1
L3B5J9,42.948053,-79.244539,2,1,,WELLAND,ON,L3B5J9,1
S4U9N3,,0,0,,,,,S4U9N3,1
H4L5J6,45.512888,-73.674551,2,1,,SAINT-LAURENT,QC,H4L5J6,1
C3W0W5,,0,0,,,,,C3W0W5,1
Y6X3X2,,0,0,,,,,Y6X3X2,1
P1H1Y7,45.31712,-79.250716,2,1,,HUNTSVILLE,ON,P1H1Y7,1
T2C1N9,50.99299,-113.983911,2,1,,Calgary,AB,T2C1N9,1
T4A2G8,51.295652,-113.995458,2,1,,AIRDRIE,AB,T4A2G8,1
S1V1H4,,0,0,,,,,S1V1H4,1
C0D6Q8,,0,0,,,,,C0D6Q8,1
P0A1J0,45.522413,-79.288553,2,1,,Huntsville,ON,P0A1J0,1
T1L1H5,51.176947,-115.566423,2,1,,Banff,AB,T1L1H5,1
J0U9B5,,0,0,,,,,J0U9B5,1
H7P7B9,45.57732,-73.802474,2,1,,,,H7P7B9,1
H8P3N1,45.422606,-73.608489,2,1,,LASALLE,QC,H8P3N1,1
T1W1N4,51.091617,-115.351383,2,1,,CANMORE,AB,T1W1N4,1
T1G2C9,49.813797,-112.165457,2,1,,TABER,AB,T1G2C9,1
R7Y4W2,,0,0,,,,,R7Y4W2,1
R6Z1R8,,0,0,,,,,R6Z1R8,1
Y0N6N0,,0,0,,,,,Y0N6N0,1
H4G3G9,45.46232,-73.57639,2,1,,VERDUN,QC,H4G3G9,1
H4G3J4,45.461852,-73.57582,2,1,,VERDUN,QC,H4G3J4,1
T1A1H9,50.032451,-110.689139,2,1,,MEDICINE HAT,AB,T1A1H9,1
H2V3R9,45.519719,-73.606456,2,1,,OUTREMONT,QC,H2V3R9,1
N7M1R3,42.39033,-82.199981,2,1,,CHATHAM,ON,N7M1R3,1
H1A1T6,45.664221,-73.492499,2,1,,POINTE-AUX-TREMBLES,QC,H1A1T6,1
H1G6E2,45.586512,-73.657445,2,1,,MONTR問AL-NORD,QC,H1G6E2,1
H1G6J8,45.577717,-73.674675,2,1,,MONTR問AL-NORD,QC,H1G6J8,1
H1P3G5,45.591969,-73.584278,2,1,,SAINT-L問ONARD,QC,H1P3G5,1
H1P3G4,45.59174,-73.584557,2,1,,SAINT-L問ONARD,QC,H1P3G4,1
X1U1G7,,0,0,,,,,X1U1G7,1
N8J1Z6,,0,0,,,,,N8J1Z6,1
C7F6F7,,0,0,,,,,C7F6F7,1
T6B2H8,53.512403,-113.417857,2,1,,Edmonton,AB,T6B2H8,1
H4L5C9,45.510353,-73.676301,2,1,,SAINT-LAURENT,QC,H4L5C9,1
P2B2S3,46.368124,-79.928907,2,1,,STURGEON FALLS,ON,P2B2S3,1
H4L1P4,45.522076,-73.681945,2,1,,SAINT-LAURENT,QC,H4L1P4,1
H4L1P2,45.522642,-73.681262,2,1,,SAINT-LAURENT,QC,H4L1P2,1
H4L4L8,45.523018,-73.682527,2,1,,SAINT-LAURENT,QC,H4L4L8,1
H4L4L7,45.522901,-73.682353,2,1,,SAINT-LAURENT,QC,H4L4L7,1
H4L4J5,45.522065,-73.683102,2,1,,SAINT-LAURENT,QC,H4L4J5,1
P1B2A6,46.31174,-79.456,2,1,,North Bay,ON,P1B2A6,1
C2Q0Y1,,0,0,,,,,C2Q0Y1,1
T2C1N6,50.992089,-113.984231,2,1,,Calgary,AB,T2C1N6,1
B5P7H3,,0,0,,,,,B5P7H3,1
P7B6E6,48.413494,-89.251659,2,1,,Thunder Bay,ON,P7B6E6,1
L7R2J6,43.336416,-79.80962,2,1,,Burlington,ON,L7R2J6,1
T2B3M4,51.011078,-113.995123,2,1,,Calgary,AB,T2B3M4,1
H8R4B5,45.446727,-73.647895,2,1,,LACHINE,QC,H8R4B5,1
X2J8Y3,,0,0,,,,,X2J8Y3,1
M7G3H3,,0,0,,,,,M7G3H3,1
H8R1L4,45.445324,-73.643963,2,1,,LACHINE,QC,H8R1L4,1
C1B7F5,46.215362,-63.090434,2,1,,,,C1B7F5,1
P5K3D0,,0,0,,,,,P5K3D0,1
B8T0L0,,0,0,,,,,B8T0L0,1
X9P6S1,,0,0,,,,,X9P6S1,1
H4G3H4,45.46406,-73.57561,2,1,,VERDUN,QC,H4G3H4,1
T1X0K3,51.036567,-113.928052,2,1,,CHESTERMERE,AB,T1X0K3,1
A4E9A7,,0,0,,,,,A4E9A7,1
J2W0B7,45.838658,-72.604692,2,1,,SAINT-JEAN-SUR-RICHELIEU,QC,J2W0B7,1
A6C3Q6,,0,0,,,,,A6C3Q6,1
H4W0T2,45.468394,-73.665785,2,1,,,,H4W0T2,1
R1M1B5,,0,0,,,,,R1M1B5,1
H1G3P4,45.622813,-73.624811,2,1,,MONTR問AL-NORD,QC,H1G3P4,1
H1G3P6,45.623707,-73.624408,2,1,,MONTR問AL-NORD,QC,H1G3P6,1
T0U7W3,,0,0,,,,,T0U7W3,1
H1P3M1,45.60574,-73.596155,2,1,,SAINT-LEONARD,QC,H1P3M1,1
H1P3L9,45.604984,-73.597664,2,1,,SAINT-LEONARD,QC,H1P3L9,1
K1H8M2,45.399546,-75.647435,2,1,,OTTAWA,ON,K1H8M2,1
K1T4E9,45.318437,-75.601649,2,1,,OTTAWA,ON,K1T4E9,1
P1B8R3,46.317204,-79.472469,2,1,,NORTH BAY,ON,P1B8R3,1
H4L5K4,45.523679,-73.683773,2,1,,SAINT-LAURENT,QC,H4L5K4,1
T2A5L7,51.059987,-113.989267,2,1,,Calgary,AB,T2A5L7,1
K1N6M8,45.429009,-75.677061,2,1,,Ottawa,ON,K1N6M8,1
K1M2C9,45.442863,-75.693798,2,1,,OTTAWA,ON,K1M2C9,1
K1N9E6,45.4338,-75.699296,2,1,,OTTAWA,ON,K1N9E6,1
K1N5H3,45.435938,-75.684506,2,1,,Ottawa,ON,K1N5H3,1
K1P5B4,45.422536,-75.69711,2,1,,OTTAWA,ON,K1P5B4,1
K1P6G3,45.415131,-75.696805,2,1,,Ottawa,ON,K1P6G3,1
K1M1P4,45.440819,-75.690523,2,1,,Ottawa,ON,K1M1P4,1
M5R2L4,43.671336,-79.399865,2,1,,Toronto,ON,M5R2L4,1
K1N9K1,45.429257,-75.691934,2,1,,OTTAWA,ON,K1N9K1,1
K1A0S6,45.421109,-75.698694,2,1,,OTTAWA,ON,K1A0S6,1
H8R4C3,45.431229,-73.649762,2,1,,LASALLE,QC,H8R4C3,1
H8P3L6,45.423912,-73.609566,2,1,,LASALLE,QC,H8P3L6,1
P1B7K9,46.33179,-79.464901,2,1,,North Bay,ON,P1B7K9,1
H8R1X8,45.431104,-73.649177,2,1,,LASALLE,QC,H8R1X8,1
J1L0W8,45.401539,-71.953869,2,1,,,,J1L0W8,1
T5S1K8,53.547167,-113.624739,2,1,,EDMONTON,AB,T5S1K8,1
H8S3A8,45.432551,-73.671229,2,1,,LACHINE,QC,H8S3A8,1
H8S3R1,45.4465,-73.881135,2,1,,LACHINE,QC,H8S3R1,1
H8S4E3,45.439766,-73.691316,2,1,,LACHINE,QC,H8S4E3,1
K1P5V5,45.420377,-75.694281,2,1,,OTTAWA,ON,K1P5V5,1
H8S1G3,45.446016,-73.683657,2,1,,LACHINE,QC,H8S1G3,1
H8S1E2,45.446028,-73.682847,2,1,,LACHINE,QC,H8S1E2,1
H8S1E1,45.446094,-73.681427,2,1,,LACHINE,QC,H8S1E1,1
H8S1C9,45.446019,-73.682285,2,1,,LACHINE,QC,H8S1C9,1
H8S1C8,45.445988,-73.680253,2,1,,LACHINE,QC,H8S1C8,1
H8S1C7,45.445982,-73.679967,2,1,,LACHINE,QC,H8S1C7,1
H8S1C6,45.446055,-73.679202,2,1,,LACHINE,QC,H8S1C6,1
H8S1C5,45.445924,-73.676994,2,1,,LACHINE,QC,H8S1C5,1
K7V4H2,45.48088,-76.698302,2,1,,RENFREW,ON,K7V4H2,1
G4T2V3,47.396179,-61.917718,2,1,,FATIMA,QC,G4T2V3,1
H4H2T2,45.45101,-73.567955,2,1,,VERDUN,QC,H4H2T2,1
H4U4N2,,0,0,,,,,H4U4N2,1
X5Y0X3,,0,0,,,,,X5Y0X3,1
J2J2J1,45.359442,-72.755912,2,1,,GRANBY,QC,J2J2J1,1
X0D2W0,,0,0,,,,,X0D2W0,1
T7E1T9,53.598496,-115.942607,2,1,,Edson,AB,T7E1T9,1
M1H3L7,43.765661,-79.240489,2,1,,,,M1H3L7,1
H8S2J6,45.433555,-73.67076,2,1,,LACHINE,QC,H8S2J6,1
K9H2K5,44.305943,-78.317412,2,1,,PETERBOROUGH,ON,K9H2K5,1
H8S3G3,45.446085,-73.672915,2,1,,LACHINE,QC,H8S3G3,1
C8E3D9,,0,0,,,,,C8E3D9,1
T6B3P9,53.494425,-113.433368,2,1,,Edmonton,AB,T6B3P9,1
L8V1V1,43.232097,-79.855732,2,1,,Hamilton,ON,L8V1V1,1
T7X3A5,53.535422,-113.900412,2,1,,SPRUCE GROVE,AB,T7X3A5,1
H4H2T3,45.45052,-73.581724,2,1,,VERDUN,QC,H4H2T3,1
T4H1V1,51.784164,-114.100612,2,1,,OLDS,AB,T4H1V1,1
T4L1A8,52.4631,-113.71813,2,1,,LACOMBE,AB,T4L1A8,1
T6B3M9,53.503052,-113.418388,2,1,,EDMONTON,AB,T6B3M9,1
K8N1E6,44.160293,-77.374016,2,1,,Belleville,ON,K8N1E6,1
M9W6V1,43.717994,-79.593266,2,1,,ETOBICOKE,ON,M9W6V1,1
T0G1L0,53.949076,-113.594457,2,1,,LEGAL,AB,T0G1L0,1
L1X0T9,43.853512,-79.096299,2,1,,,,L1X0T9,1
V5R0G9,49.24024,-123.053079,2,1,,,,V5R0G9,1
G1U1F7,,0,0,,,,,G1U1F7,1
R5R1G9,,0,0,,,,,R5R1G9,1
G0D0X3,,0,0,,,,,G0D0X3,1
E7G0E9,46.92276,-67.487272,2,1,,,,E7G0E9,1
H8R4B1,45.430888,-73.652302,2,1,,LASALLE,QC,H8R4B1,1
B0S7Z4,44.738334,-65.351508,2,1,,,,B0S7Z4,1
V3P3P4,49.249716,-122.861736,2,1,,Coquitlam,BC,V3P3P4,1
H8N3B1,45.431743,-73.624252,2,1,,LASALLE,QC,H8N3B1,1
P5N2E9,49.4199,-82.419867,2,1,,Kapuskasing,ON,P5N2E9,1
G7O8J0,,0,0,,,,,G7O8J0,1
E1O8S8,,0,0,,,,,E1O8S8,1
E3I2Q9,,0,0,,,,,E3I2Q9,1
J8U0B9,,0,0,,,,,J8U0B9,1
Y4O4Y7,,0,0,,,,,Y4O4Y7,1
C4U4T5,,0,0,,,,,C4U4T5,1
M3D9D4,,0,0,,,,,M3D9D4,1
T5M2T9,53.560501,-113.567595,2,1,,Edmonton,AB,T5M2T9,1
B5F8E0,,0,0,,,,,B5F8E0,1
T5Z5Q8,53.594526,-113.520688,2,1,,,,T5Z5Q8,1
S6Q9D9,,0,0,,,,,S6Q9D9,1
C2O2K0,,0,0,,,,,C2O2K0,1
T6E4N7,53.502969,-113.450775,2,1,,Edmonton,AB,T6E4N7,1
V7I4R7,,0,0,,,,,V7I4R7,1
E3J3E0,,0,0,,,,,E3J3E0,1
Y8Z5P5,,0,0,,,,,Y8Z5P5,1
T7V1S9,53.390958,-117.612556,2,1,,HINTON,AB,T7V1S9,1
T7E1T1,53.584094,-116.434074,2,1,,EDSON,AB,T7E1T1,1
A3M2I0,,0,0,,,,,A3M2I0,1
T7V2A1,53.405536,-117.558224,2,1,,Hinton,AB,T7V2A1,1
R4A1Y2,50.010116,-97.099887,2,1,,,,R4A1Y2,1
N1B6S2,,0,0,,,,,N1B6S2,1
N0X2N1,,0,0,,,,,N0X2N1,1
R3I6G2,,0,0,,,,,R3I6G2,1
M2V9W6,,0,0,,,,,M2V9W6,1
E3X7H9,,0,0,,,,,E3X7H9,1
J9D3I1,,0,0,,,,,J9D3I1,1
X2U6I5,,0,0,,,,,X2U6I5,1
L9Y0V2,44.50516,-80.30854,2,1,,Collingwood,ON,L9Y0V2,1
T4H3J9,51.792227,-114.113605,2,1,,,,T4H3J9,1
H8S4E4,45.465181,-73.622208,2,1,,LACHINE,QC,H8S4E4,1
M3F6Q3,,0,0,,,,,M3F6Q3,1
K0K4L1,44.230813,-77.451105,2,1,,,,K0K4L1,1
T6B2J7,53.513524,-113.432933,2,1,,EDMONTON,AB,T6B2J7,1
T5V1C6,53.570122,-113.606648,2,1,,Edmonton,AB,T5V1C6,1
G9H0X3,46.327447,-72.408621,2,1,,,,G9H0X3,1
M6L3R0,43.713972,-79.484797,2,1,,,,M6L3R0,1
C1E2A1,46.278234,-63.142487,2,1,,CHARLOTTETOWN,PE,C1E2A1,1
S4P7O4,50.447085,-104.606954,2,1,,,,S4P7O4,1
C1S2S2,,0,0,,,,,C1S2S2,1
H2V1E8,45.521214,-73.616829,2,1,,OUTREMONT,QC,H2V1E8,1
H1G6P8,45.603689,-73.636683,2,1,,MONTR問AL-NORD,QC,H1G6P8,1
B6D7F1,,0,0,,,,,B6D7F1,1
G7E3A8,,0,0,,,,,G7E3A8,1
J0W3H1,46.66918,-75.603976,2,1,,,,J0W3H1,1
T7S1P4,54.132241,-115.677128,2,1,,WHITECOURT,AB,T7S1P4,1
A3V3D7,,0,0,,,,,A3V3D7,1
P2B3L1,46.368045,-79.913827,2,1,,STURGEON FALLS,ON,P2B3L1,1
T6N1A2,53.458102,-113.486,2,1,,EDMONTON,AB,T6N1A2,1
T9E7P8,53.318244,-113.521426,2,1,,NISKU,AB,T9E7P8,1
Y3U6Y6,,0,0,,,,,Y3U6Y6,1
L4K4K5,43.805092,-79.535566,2,1,,CONCORD,ON,L4K4K5,1
C8E7D2,,0,0,,,,,C8E7D2,1
N5A6W6,43.37088,-80.953201,2,1,,Stratford,ON,N5A6W6,1
C4X6Y7,,0,0,,,,,C4X6Y7,1
T5P4H7,53.553228,-113.61366,2,1,,Edmonton,AB,T5P4H7,1
H8R4B6,45.432464,-73.651588,2,1,,LASALLE,QC,H8R4B6,1
R2O3L0,,0,0,,,,,R2O3L0,1
H1Q5S3,,0,0,,,,,H1Q5S3,1
N9P4T2,,0,0,,,,,N9P4T2,1
M0V1R6,,0,0,,,,,M0V1R6,1
N4G4H1,42.908375,-80.759676,2,1,,TILLSONBURG,ON,N4G4H1,1
A9A1F0,,0,0,,,,,A9A1F0,1
G9A1Z5,46.346154,-72.546454,2,1,,TROIS-RIVI躍RES,QC,G9A1Z5,1
H4G1G9,45.464121,-73.574514,2,1,,VERDUN,QC,H4G1G9,1
T9N2P5,54.269543,-110.759814,2,1,,Bonnyville,AB,T9N2P5,1
J3L1V3,45.450086,-73.290655,2,1,,CHAMBLY,QC,J3L1V3,1
A9Z3V6,,0,0,,,,,A9Z3V6,1
N5A6Z3,43.370858,-80.946293,2,1,,Stratford,ON,N5A6Z3,1
S6V8U3,53.197366,-105.74047,2,1,,,,S6V8U3,1
G3N5G1,46.860154,-71.610192,2,1,,,,G3N5G1,1
K9A5Y5,43.982562,-78.175493,2,1,,COBOURG,ON,K9A5Y5,1
J2X1V1,45.68272,-72.732407,2,1,,SAINT-JEAN-SUR-RICHELIEU,QC,J2X1V1,1
R0A2A0,49.524656,-96.683597,2,1,,STEINBACH,MB,R0A2A0,1
L2M7P2,43.170891,-79.217268,2,1,,Saint Catharines,ON,L2M7P2,1
T9H1S9,56.726946,-111.381888,2,1,,FORT MCMURRAY,AB,T9H1S9,1
J4H4E7,45.54324,-73.491046,2,1,,LONGUEUIL,QC,J4H4E7,1
J0E1E0,45.354636,-72.931712,2,1,,Ange-Gardien,QC,J0E1E0,1
H1W3X8,45.541513,-73.546312,2,1,,MONTR問AL,QC,H1W3X8,1
E8C3B9,48.062468,-66.44239,2,1,,DALHOUSIE,NB,E8C3B9,1
R3J3Y7,49.892884,-97.234116,2,1,,Winnipeg,MB,R3J3Y7,1
H1V2L9,45.550443,-73.533353,2,1,,MONTR問AL,QC,H1V2L9,1
H1V2L8,45.549944,-73.531754,2,1,,MONTR問AL,QC,H1V2L8,1
H1V2J3,46.31469,-73.691893,2,1,,MONTR問AL,QC,H1V2J3,1
H1W3P8,45.546659,-73.53614,2,1,,MONTR問AL,QC,H1W3P8,1
H1W3N1,45.545556,-73.535238,2,1,,MONTR問AL,QC,H1W3N1,1
T7V1Y6,53.385927,-117.619035,2,1,,Hinton,AB,T7V1Y6,1
H1W1T8,45.543106,-73.544369,2,1,,MONTR問AL,QC,H1W1T8,1
T2M1X5,51.040729,-114.056126,2,1,,Calgary,AB,T2M1X5,1
L5T1G5,43.665254,-79.64822,2,1,,Mississauga,ON,L5T1G5,1
E6F7E3,,0,0,,,,,E6F7E3,1
V1W3R8,49.870256,-119.473839,2,1,,KELOWNA,BC,V1W3R8,1
V1W4L2,49.798402,-119.505572,2,1,,Kelowna,BC,V1W4L2,1
V1X1H2,49.880591,-119.389171,2,1,,Kelowna,BC,V1X1H2,1
V1W1S4,49.831723,-119.48311,2,1,,Kelowna,BC,V1W1S4,1
V0K2Z0,51.732552,-121.356003,2,1,,108 MILE RANCH,BC,V0K2Z0,1
C1A8R8,46.235919,-63.127881,2,1,,CHARLOTTETOWN,PE,C1A8R8,1
V2S1Y9,49.047159,-122.298154,2,1,,ABBOTSFORD,BC,V2S1Y9,1
V3C6B8,49.260159,-122.763956,2,1,,PORT COQUITLAM,BC,V3C6B8,1
V6P3A9,49.207101,-123.133962,2,1,,W VANCOUVER,BC,V6P3A9,1
V8V3R4,48.427,-123.348877,2,1,,Victoria,BC,V8V3R4,1
V9T5Z7,49.229959,-124.022206,2,1,,NANAIMO,BC,V9T5Z7,1
V3C5N7,49.235785,-122.779116,2,1,,Port Coquitlam,BC,V3C5N7,1
V9B3N5,48.453764,-123.49105,2,1,,VICTORIA,BC,V9B3N5,1
V3Y2A1,49.225987,-122.678666,2,1,,Pitt Meadows,BC,V3Y2A1,1
V4W1Z4,49.074766,-122.49569,2,1,,ALDERGROVE,BC,V4W1Z4,1
V0R1M0,49.302448,-124.415478,2,1,,V0R1M0,BC,V0R1M0,1
V8Z4Z7,48.487305,-123.399705,2,1,,VICTORIA,BC,V8Z4Z7,1
V3K6N7,49.247195,-122.818671,2,1,,Coquitlam,BC,V3K6N7,1
V4C4S6,49.150785,-122.913561,2,1,,Delta,BC,V4C4S6,1
V9K1K1,49.347399,-124.462883,2,1,,QUALICUM BEACH,BC,V9K1K1,1
V9P2P4,49.325704,-124.337816,2,1,,PARKSVILLE,BC,V9P2P4,1
V8V2Y5,48.427256,-123.355561,2,1,,VICTORIA,BC,V8V2Y5,1
V7M1Z2,49.328406,-123.073996,2,1,,NORTH VANCOUVER,BC,V7M1Z2,1
V9N9K7,49.674574,-125.019141,2,1,,COURTENAY,BC,V9N9K7,1
V2E2B9,50.648112,-120.353005,2,1,,KAMLOOPS,BC,V2E2B9,1
V9P9C8,49.304295,-124.230125,2,1,,NANOOSE BAY,BC,V9P9C8,1
V8A4J2,49.871272,-124.507994,2,1,,Powell River,BC,V8A4J2,1
V4T1E5,49.829572,-119.653227,2,1,,WESTBANK,BC,V4T1E5,1
V7J3T5,49.313096,-123.037175,2,1,,NORTH VANCOUVER,BC,V7J3T5,1
V9C2M3,48.425352,-123.493343,2,1,,VICTORIA,BC,V9C2M3,1
V2A5J6,49.455325,-119.578986,2,1,,PENTICTON,BC,V2A5J6,1
L4K1Z3,43.810307,-79.501908,2,1,,CONCORD,ON,L4K1Z3,1
Y0A1B0,60.169055,-132.721165,2,1,,Teslin,YT,Y0A1B0,1
T0B4A0,53.291973,-112.425313,2,1,,Ryley,AB,T0B4A0,1
L0R2H5,43.32588,-79.911505,2,1,,Burlington,ON,L0R2H5,1
E3A5E2,45.966689,-66.612749,2,1,,Fredericton,NB,E3A5E2,1
H1S2Z2,45.537552,-73.615211,2,1,,MONTR問AL,QC,H1S2Z2,1
C7C6C1,,0,0,,,,,C7C6C1,1
E9F7D0,,0,0,,,,,E9F7D0,1
B3J3W7,44.641999,-63.578455,2,1,,Halifax,NS,B3J3W7,1
V2Y1A2,49.117516,-122.667113,2,1,,Langley,BC,V2Y1A2,1
V5H1Z9,49.230844,-123.006451,2,1,,Burnaby,BC,V5H1Z9,1
V6X2X9,49.175235,-123.136358,2,1,,RICHMOND,BC,V6X2X9,1
V6J1Z2,49.263719,-123.149117,2,1,,VANCOUVER,BC,V6J1Z2,1
N6B3L1,42.984891,-81.244929,2,1,,LONDON,ON,N6B3L1,1
N2L3E9,43.475597,-80.527551,2,1,,Waterloo,ON,N2L3E9,1
L5N8J4,43.610527,-79.746364,2,1,,Mississauga,ON,L5N8J4,1
L4Z3M1,43.604629,-79.649618,2,1,,MISSISSAUGA,ON,L4Z3M1,1
L3R5A1,43.853733,-79.345135,2,1,,MARKHAM,ON,L3R5A1,1
L4B8G7,43.858907,-79.403438,2,1,,,,L4B8G7,1
M2N5N4,43.76348,-79.411274,2,1,,NORTH YORK,ON,M2N5N4,1
M6P2H4,43.655416,-79.458583,2,1,,Toronto,ON,M6P2H4,1
M5S1X9,43.66594,-79.406666,2,1,,Toronto,ON,M5S1X9,1
M5H2T7,43.65065,-79.381051,2,1,,Toronto,ON,M5H2T7,1
M5G1X3,43.650738,-79.385796,2,1,,Toronto,ON,M5G1X3,1
K0H2V0,44.670937,-76.646265,2,1,,TICHBORNE,ON,K0H2V0,1
V5C6P7,49.264213,-123.01654,2,1,,BURNABY,BC,V5C6P7,1
A5A4R2,48.147458,-53.951031,2,1,,CLARENVILLE,NL,A5A4R2,1
A1B3V6,47.563221,-52.742982,2,1,,ST. JOHN&#39;S,NL,A1B3V6,1
A1E1W6,47.555836,-52.74039,2,1,,ST. JOHN&#39;S,NL,A1E1W6,1
A1K1A7,47.65941,-52.720619,2,1,,TORBAY,NL,A1K1A7,1
A1E4S6,47.517346,-52.759868,2,1,,ST. JOHN&#39;S,NL,A1E4S6,1
M4W2J2,43.673993,-79.388299,2,1,,Toronto,ON,M4W2J2,1
T2V1K2,50.984788,-114.083026,2,1,,Calgary,AB,T2V1K2,1
E0E2D9,45.871093,-65.82734,2,1,,,,E0E2D9,1
B7B7B4,,0,0,,,,,B7B7B4,1
C9D7C8,,0,0,,,,,C9D7C8,1
H1W1V4,45.544545,-73.543295,2,1,,MONTR問AL,QC,H1W1V4,1
H1W3G8,45.546271,-73.549555,2,1,,MONTR問AL,QC,H1W3G8,1
H1W3G7,45.546296,-73.549634,2,1,,MONTR問AL,QC,H1W3G7,1
H1W3A6,45.544239,-73.547705,2,1,,Montr密al,QC,H1W3A6,1
H1W3P2,45.548221,-73.543736,2,1,,MONTR問AL,QC,H1W3P2,1
H1V2V6,45.555639,-73.537702,2,1,,MONTR問AL,QC,H1V2V6,1
H1N3N7,45.576419,-73.541805,2,1,,MONTR問AL,QC,H1N3N7,1
H1V3R5,45.798434,-73.727815,2,1,,MONTR問AL,QC,H1V3R5,1
H1W2Y7,45.543522,-73.547811,2,1,,MONTR問AL,QC,H1W2Y7,1
H1W3H8,45.544972,-73.542057,2,1,,MONTR問AL,QC,H1W3H8,1
T9N2L1,54.268226,-110.760644,2,1,,Bonnyville,AB,T9N2L1,1
T6B2J6,53.518069,-113.418756,2,1,,Edmonton,AB,T6B2J6,1
H1W2G1,45.48839,-73.585318,2,1,,MONTR問AL,QC,H1W2G1,1
M1J2C2,43.750214,-79.241918,2,1,,SCARBOROUGH,ON,M1J2C2,1
P3C4J2,46.494258,-80.988614,2,1,,Sudbury,ON,P3C4J2,1
H1V1R7,45.548068,-73.540158,2,1,,MONTR問AL,QC,H1V1R7,1
A9C4E3,,0,0,,,,,A9C4E3,1
Y0A4X4,60.21674,-129.866066,2,1,,,,Y0A4X4,1
P3E3Z7,46.454628,-81.004225,2,1,,Sudbury,ON,P3E3Z7,1
H1W2Z7,45.541611,-73.53891,2,1,,MONTR問AL,QC,H1W2Z7,1
H1W2V9,45.540426,-73.539869,2,1,,MONTR問AL,QC,H1W2V9,1
H1W2X9,45.54081,-73.538713,2,1,,MONTR問AL,QC,H1W2X9,1
H1W2R1,45.539083,-73.540743,2,1,,MONTR問AL,QC,H1W2R1,1
H1W3P9,45.546312,-73.535027,2,1,,MONTR問AL,QC,H1W3P9,1
H1W2L3,45.537673,-73.541811,2,1,,MONTR問AL,QC,H1W2L3,1
H1W3K2,45.544368,-73.537093,2,1,,Montr密al,QC,H1W3K2,1
H1W2N2,45.538322,-73.541247,2,1,,MONTR問AL,QC,H1W2N2,1
H1W3L7,45.545091,-73.536758,2,1,,MONTR問AL,QC,H1W3L7,1
H1M1G9,45.580762,-73.559054,2,1,,MONTR問AL,QC,H1M1G9,1
H1M2K6,45.581794,-73.559208,2,1,,Montr密al,QC,H1M2K6,1
H1M1E3,45.582837,-73.560179,2,1,,MONTR問AL,QC,H1M1E3,1
H1M1G3,45.582292,-73.558441,2,1,,MONTR問AL,QC,H1M1G3,1
H1M1E6,45.582512,-73.559505,2,1,,MONTR問AL,QC,H1M1E6,1
H1M2J7,45.582464,-73.559128,2,1,,MONTR問AL,QC,H1M2J7,1
H1M2J6,45.582406,-73.559013,2,1,,MONTREAL,QC,H1M2J6,1
H1M2J5,45.58303,-73.558552,2,1,,MONTR問AL,QC,H1M2J5,1
K8V1M1,44.1048,-77.557645,2,1,,Trenton,ON,K8V1M1,1
K1T3J6,45.365601,-75.62907,2,1,,OTTAWA,ON,K1T3J6,1
K0G5M2,44.872372,-76.095259,2,1,,SMITHS FALLS,ON,K0G5M2,1
K1N9N4,45.432195,-75.698246,2,1,,Ottawa,ON,K1N9N4,1
